name,no_of_settled_bet,market_dict,league_dict,most_frequent_market,market_amount,market %,most_frequent_league,league_amount,league %
tn003,57,"{'Asian Over/Under': 13, 'Asian Handicap': 20, 'Match Odds': 7, 'Match Odds - Half Time': 6, 'Asian Handicap - Corners': 2, 'Asian Handicap - Corners - Half Time': 4, 'Asian Over/Under - Corners': 1, 'Asian Over/Under - Half Time': 3, 'Asian Handicap - Half Time': 1}","{'Liga de Honra': 1, 'Westfield W-League': 3, 'Colombia Primera A': 3, 'J.League 2': 1, 'World Cup Qualification, AFC': 2, 'UEFA European Championship, Qualification': 1, 'Victorian (Premier League)': 1, 'U21 European Championship, Qualification': 1, 'Eerste Divisie': 1, 'Segunda Division': 1, 'International Friendly Games': 1, 'Serie C Girone A': 1, 'La Liga Profesional': 1, 'Bolivian Primera Division': 1, 'Premier League': 1, 'Peru Liga 1': 3, '2. Bundesliga': 2, 'Mexico Primera Division': 1, 'Ligue 1': 1, 'Serie B': 1, 'Eredivisie': 2, 'J.League': 1, 'England Premier League': 2, 'Super Lig': 1, 'NPL Queensland': 1, 'Campeonato Uruguayo': 1, 'First Division A': 1, 'TFF 1. Lig': 1, 'UEFA Womens Euro, Qualification': 2, 'K-League (Second League)': 1, 'League One': 1, 'UEFA Europa League': 1, 'Viasat Sport Divisionen (1st Division)': 1, 'England Championship': 2, 'Bundesliga': 1, 'Serie A': 1, 'Danish Superliga': 1, 'Liga I': 1, 'Serbia Super Liga': 1, 'Hyundai A-League': 1, 'Suomen Cup': 1, 'Nabisco Cup': 1, 'Cup Men': 1, 'Indonesia Liga 1': 1, 'Premier League 2 (Division 1)': 1}",Asian Handicap,20.0,35.09,Westfield W-League,3.0,5.26
tn004,59,"{'Asian Over/Under': 13, 'Match Odds - Half Time': 12, 'Asian Handicap': 15, 'Asian Handicap - Half Time': 5, 'Match Odds': 6, 'Asian Over/Under - Half Time': 5, 'Asian Over/Under - Corners - Half Time': 1, 'Asian Handicap - Corners': 2}","{'Super Lig': 1, 'Greece Super League': 1, 'Mexico Primera Division': 2, ""Women's Super League"": 1, 'Carioca': 1, 'League Two': 1, 'Brasileiro Feminino': 2, 'CONCACAF Nations League': 1, 'Club Friendly Games': 3, 'Colombia Primera A': 3, 'Liga de Expansion': 1, 'Campeonato Uruguayo': 1, 'U21 European Championship, Qualification': 3, 'Copa de Primera': 2, 'UEFA Champions League (Women)': 1, 'Premier League': 1, 'Eerste Divisie': 3, 'Hyundai A-League': 1, 'Eredivisie': 1, 'K-League Classic (First League)': 1, 'Superettan': 1, 'Allsvenskan': 1, 'Saudi Professional League': 1, 'Copa Libertadores': 3, 'J.League': 1, 'REMES Puchar Polski': 1, 'Axpo Super League': 1, 'Indian Super League': 1, '2. Bundesliga': 1, 'Russia Premier League': 1, 'Serie B': 1, 'International Friendly Games (Women)': 1, 'UEFA Womens Euro, Qualification': 1, 'Estonia Cup': 1, 'UEFA Champions League': 1, 'UEFA Europa League': 1, 'Bundesliga (Women)': 1, 'Peru Liga 1': 1, 'New South Wales (Premier League)': 1, 'ADEG Erste Liga': 1, 'Belgium Challenger Pro League': 1, 'Serbia Super Liga': 1, 'Suomen Cup': 1, 'Korea FA Cup': 1, 'Cup Men': 1, 'J.League 3': 1}",Asian Handicap,15.0,25.42,Club Friendly Games,3.0,5.08
tn005,64,"{'Asian Over/Under': 18, 'Match Odds': 8, 'Asian Handicap': 11, 'Asian Over/Under - Half Time': 5, 'Match Odds - Half Time': 10, 'Asian Handicap - Half Time': 5, 'Asian Handicap - Corners': 4, 'Asian Handicap - Corners - Half Time': 2, 'Asian Over/Under - Corners': 1}","{'Liga de Honra': 1, 'New South Wales (Premier League)': 1, 'Danish Superliga': 2, 'La Liga Profesional': 2, 'World Cup Qualification, AFC': 1, 'International Friendly Games': 3, 'Club Friendly Games': 1, 'Colombia Primera A': 1, 'Serie C Girone C': 2, 'Major League Soccer': 3, 'Serie C Girone B': 1, 'Ecuador Primera A': 1, 'U21 European Championship, Qualification': 1, 'Paulista Serie A1': 1, 'UEFA Champions League (Women)': 1, 'Hyundai A-League': 3, 'Primeira Liga': 2, 'K-League Classic (First League)': 1, 'Bundesliga': 2, 'England Premier League': 1, 'Cupei Romaniei Timisoreana': 2, 'CONCACAF Champions League': 1, 'J.League': 2, 'Axpo Super League': 1, 'NPL Queensland': 3, 'Chinese Super League': 2, 'Qatar Stars League': 1, 'International Friendly Games (Women)': 1, 'UEFA Womens Euro, Qualification': 2, 'K-League (Second League)': 2, 'England Championship': 1, 'UEFA Europa Conference League': 1, 'Copa de Primera': 1, 'Super Lig': 1, 'Serie A': 1, 'Bolivian Primera Division': 1, 'Brasilero Serie B': 1, 'FA Cup': 1, 'Eerste Divisie': 1, 'Copa Libertadores': 2, 'AFC Champions League': 1, 'Eredivisie': 1, 'Cup Men': 1, 'UAE Arabian Gulf League': 1, 'Peru Liga 1': 1}",Asian Over/Under,18.0,28.12,International Friendly Games,3.0,4.69
tn33,6,"{'Asian Handicap - Half Time': 5, 'Asian Over/Under - Half Time': 1}","{'CONMEBOL Copa America': 2, 'Egypt Premier League': 1, 'Eliteserien': 2, 'Brasilero Serie A': 1}",Asian Handicap - Half Time,5.0,83.33,CONMEBOL Copa America,2.0,33.33
tnm112,11,"{'Asian Handicap': 6, 'Asian Over/Under': 3, 'Match Odds': 1, 'Asian Handicap - Half Time': 1}","{'UEFA Champions League': 2, 'Copa do Brasil': 2, 'Bolivian Primera Division': 2, 'Copa Libertadores, Qualification': 1, 'Liga de Expansion': 2, 'CONCACAF Champions League': 1, 'Nabisco Cup': 1}",Asian Handicap,6.0,54.55,UEFA Champions League,2.0,18.18
tnn111,10,"{'Asian Over/Under': 3, 'Match Odds': 2, 'Asian Handicap': 2, 'Match Odds - Half Time': 2, 'Asian Over/Under - Half Time': 1}","{'League Two': 1, 'League One': 1, 'Bolivian Primera Division': 2, 'Copa do Brasil': 1, 'Copa Libertadores, Qualification': 2, 'Peru Liga 1': 2, 'CONCACAF Champions League': 1}",Asian Over/Under,3.0,30.0,Bolivian Primera Division,2.0,20.0
tnn901,794,"{'Asian Handicap': 276, 'Asian Over/Under': 185, 'Match Odds': 188, 'Asian Over/Under - Half Time': 36, 'Match Odds - Half Time': 57, 'Asian Handicap - Half Time': 52}","{'Bolivian Primera Division': 12, 'Saudi Professional League': 12, 'NPL Queensland': 3, 'Bulgaria Premier League': 7, 'Peru Liga 1': 14, 'Primera Division': 21, 'Unibet I liga': 5, 'Indonesia Liga 1': 2, 'Belgium Challenger Pro League': 10, 'Croatia 1. HNL': 3, 'ADEG Erste Liga': 4, '2. Bundesliga': 9, 'Premier League 2 (Division 1)': 23, 'Super Lig': 13, 'Liga de Honra': 10, '3.Liga': 9, 'Segunda Division': 6, ""Women's Super League"": 5, 'Catarinense': 7, 'Premier League': 4, 'Scottish Championship': 4, 'Qatar Stars League': 5, 'Eerste Divisie': 6, 'Bundesliga': 13, 'La Liga Profesional': 12, 'Serie C Girone A': 6, 'Serie A': 11, 'Primeira Liga': 15, 'Copa de Primera': 2, 'Major League Soccer': 36, 'Brasileiro Feminino': 6, 'Ekstraklasa': 10, 'Mexico Primera Division': 16, 'First Division A': 9, 'Victorian (Premier League)': 5, 'J.League 2': 8, 'K-League (Second League)': 5, 'J.League': 10, 'Hyundai A-League': 7, 'Carioca': 5, 'Ligue 1': 8, 'New South Wales (Premier League)': 4, 'League Two': 6, 'Club Friendly Games': 18, 'Conference National': 11, 'Meistriliiga': 11, 'Viasat Sport Divisionen (1st Division)': 4, 'Serie B': 8, 'Scotland Premier League': 3, 'Ligat Ha Al': 5, 'FA Cup': 11, 'NB I': 3, 'England Championship': 8, 'Cyprus 1st Division': 2, 'England Premier League': 7, 'Serbia Super Liga': 6, 'tipp3-Bundesliga': 3, 'Westfield W-League': 6, 'League One': 7, 'Greece Super League': 2, 'Ligue 2': 3, 'Serie C Girone B': 4, 'Ecuador Primera A': 13, 'Campeonato Uruguayo': 3, 'Colombia Primera A': 11, 'Chile Primera Division': 5, 'Liga I': 8, 'Goiano': 1, 'Mineiro': 2, 'Danish Superliga': 9, 'K-League Classic (First League)': 6, 'Eredivisie': 10, 'Pro League': 1, 'Gambrinus Liga': 6, 'Axpo Super League': 5, 'Spain Rfef Primera - Group 1': 2, 'Azerbaijan Premier League': 4, 'Primera Division Femenina': 1, 'Serie C Girone C': 5, 'Paulista Serie A1': 4, 'NWSL': 2, 'Paranaense': 1, 'Bundesliga (Women)': 4, 'Argentina Primera B Nacional': 3, 'Liga de Expansion': 9, 'J.League 3': 4, 'Africa Cup of Nations, Qualification': 1, 'UEFA Champions League (Women)': 3, 'Deildabikar': 2, 'World Cup Qualification, AFC': 16, 'International Friendly Games': 17, 'Ireland First Division': 2, 'U21 European Championship, Qualification': 4, 'Ukraine Premier League': 6, 'Ykkosliigacup': 4, 'Gaucho': 2, 'UEFA European Championship, Qualification': 1, 'Spain Rfef Primera - Group 2': 2, 'Indian Super League': 2, 'Adeccoligaen': 1, 'Allsvenskan': 3, 'Challenge League': 7, 'State Cup': 2, 'Thai League': 2, 'Cupei Romaniei Timisoreana': 3, 'TFF 1. Lig': 2, 'Superettan': 1, 'CONCACAF Champions League': 3, 'Copa Sudamericana': 7, 'Presidents Cup': 2, 'REMES Puchar Polski': 2, 'Copa Libertadores': 8, 'V-League': 2, 'OFB Stiegl Cup': 1, 'UEFA Womens Euro, Qualification': 17, 'Kazakhstan Premier League': 2, 'Veikkausliiga': 1, 'Estonia Cup': 4, 'Chinese Super League': 8, 'Premier League Cup (U21)': 1, 'Colombia Cup': 2, 'Uruguay Cup': 1, 'UEFA Europa League': 1, 'UEFA Europa Conference League': 2, 'Kazakhstan Cup': 1, 'Brasilero Serie A': 4, ""FA Women's Cup"": 1, 'Urvalsdeild': 1, 'Eliteserien': 1, 'Suomen Cup': 4, 'AFC Champions League': 2, 'Coppa Italia': 1, 'Nabisco Cup': 1, 'Cup Men': 1, 'Brasilero Serie B': 1}",Asian Handicap,276.0,34.76,Major League Soccer,36.0,4.53
tnn902,671,"{'Match Odds': 162, 'Asian Over/Under': 160, 'Asian Handicap - Half Time': 42, 'Match Odds - Half Time': 66, 'Asian Handicap': 213, 'Asian Over/Under - Half Time': 28}","{'Bolivian Primera Division': 6, 'Eerste Divisie': 10, 'Bulgaria Premier League': 12, 'Primeira Liga': 18, 'Indonesia Liga 1': 2, 'Qatar Stars League': 5, 'Segunda Division': 8, 'Unibet I liga': 1, 'Peru Liga 1': 10, '2. Bundesliga': 6, 'Premier League 2 (Division 1)': 11, 'ADEG Erste Liga': 3, 'Saudi Professional League': 12, 'Ligue 1': 10, 'Super Lig': 6, ""Women's Super League"": 6, 'Serie B': 7, 'Serie C Girone C': 6, 'Ekstraklasa': 3, 'Scottish Championship': 1, 'Serie A': 11, 'Primera Division': 11, 'Serie C Girone B': 10, 'Chile Primera Division': 5, 'Catarinense': 8, 'Copa de Primera': 6, 'Colombia Primera A': 11, 'FA Cup': 7, 'J.League': 17, 'League Two': 11, 'Brasileiro Feminino': 4, 'League One': 11, 'Mexico Primera Division': 12, 'Hyundai A-League': 8, 'Victorian (Premier League)': 2, 'J.League 2': 9, 'Ecuador Primera A': 11, 'New South Wales (Premier League)': 4, 'Westfield W-League': 5, 'Bundesliga': 12, 'England Championship': 15, 'Challenge League': 3, 'Liga de Honra': 7, 'Conference National': 8, 'NPL Queensland': 5, 'K-League (Second League)': 4, 'England Premier League': 7, 'K-League Classic (First League)': 4, 'Meistriliiga': 5, 'League Cup': 1, 'Viasat Sport Divisionen (1st Division)': 5, '3.Liga': 5, 'Scotland Premier League': 2, 'Major League Soccer': 23, 'TFF 1. Lig': 3, 'Greece Super League': 6, 'Serie C Girone A': 6, 'Bundesliga (Women)': 1, 'Belgium Challenger Pro League': 5, 'Serbia Super Liga': 12, 'Spain Rfef Primera - Group 1': 2, 'Ligue 2': 3, 'Liga I': 2, 'Paranaense': 2, 'Campeonato Uruguayo': 7, 'Axpo Super League': 2, 'First Division A': 10, 'Argentina Primera B Nacional': 4, 'La Liga Profesional': 3, 'Premier League': 1, 'Carioca': 4, 'Croatia 1. HNL': 4, 'Eredivisie': 9, 'Azerbaijan Premier League': 4, 'Gambrinus Liga': 6, 'Svenska Cup': 1, 'Danish Superliga': 7, 'tipp3-Bundesliga': 1, 'Mineiro': 3, 'Paulista Serie A1': 2, 'Africa Cup of Nations, Qualification': 3, 'UEFA Champions League (Women)': 4, 'Deildabikar': 1, 'International Friendly Games': 19, 'World Cup Qualification, AFC': 24, 'U21 European Championship, Qualification': 2, 'Club Friendly Games': 6, 'UEFA European Championship, Qualification': 1, 'Ykkosliigacup': 2, 'Liga de Expansion': 7, 'Goiano': 1, 'Gaucho': 1, 'Cyprus 1st Division': 3, 'UAE Arabian Gulf League': 4, 'Chinese Super League': 8, 'J.League 3': 2, 'V-League': 1, 'NWSL': 1, 'NB I': 2, 'Taca de Portugal': 1, 'Copa Sudamericana': 9, 'Copa Libertadores': 4, 'UEFA Womens Euro, Qualification': 9, 'Kazakhstan Premier League': 1, 'Ukraine Premier League': 2, 'Egypt Premier League': 1, 'Saudi Super Cup': 1, 'Indian Super League': 2, 'International Friendly Games (Women)': 1, 'Estonia Cup': 3, 'Colombia Cup': 4, 'CONCACAF Champions League': 1, 'Uruguay Cup': 2, 'Veikkausliiga': 1, 'Brasilero Serie A': 2, 'Primera Division Femenina': 1, 'Superettan': 3, 'Eliteserien': 1, 'UEFA Europa Conference League': 1, 'UEFA Europa League': 1, 'Nabisco Cup': 3, 'Allsvenskan': 1, 'Coppa Italia': 1, 'Suomen Cup': 1}",Asian Handicap,213.0,31.74,"World Cup Qualification, AFC",24.0,3.58
tnn903,715,"{'Asian Over/Under': 168, 'Match Odds': 162, 'Match Odds - Half Time': 75, 'Asian Handicap': 231, 'Asian Over/Under - Half Time': 36, 'Asian Handicap - Half Time': 43}","{'Belgium Challenger Pro League': 6, 'Bulgaria Premier League': 8, 'Indonesia Liga 1': 3, 'ADEG Erste Liga': 6, 'Premier League 2 (Division 1)': 21, 'Croatia 1. HNL': 7, 'Liga I': 11, 'Unibet I liga': 5, 'Ireland First Division': 3, 'Super Lig': 11, 'Liga de Honra': 8, 'Qatar Stars League': 6, 'Eerste Divisie': 8, 'Eredivisie': 8, 'Saudi Professional League': 3, 'Segunda Division': 9, 'Serie C Girone C': 9, 'Serie C Girone B': 9, 'Premier League': 2, 'Primeira Liga': 16, 'Mexico Primera Division': 14, 'Ecuador Primera A': 17, 'Campeonato Uruguayo': 9, 'Primera Division': 14, 'Chile Primera Division': 8, 'Colombia Primera A': 9, 'Westfield W-League': 7, 'Victorian (Premier League)': 3, '3.Liga': 9, 'Hyundai A-League': 6, 'J.League': 11, 'J.League 2': 12, 'Bundesliga': 13, 'Conference National': 13, 'FA Cup': 6, 'Viasat Sport Divisionen (1st Division)': 2, 'Serie B': 3, 'K-League (Second League)': 2, 'Meistriliiga': 6, 'League Two': 7, 'Primera Division Femenina': 1, 'Ekstraklasa': 5, '2. Bundesliga': 9, 'Axpo Super League': 9, 'Serbia Super Liga': 14, 'England Championship': 10, 'Gambrinus Liga': 2, 'Ligat Ha Al': 2, 'Ligue 2': 8, 'Serie A': 7, 'England Premier League': 12, 'Major League Soccer': 23, 'League One': 7, 'Club Friendly Games': 10, 'Ligue 1': 8, 'Challenge League': 3, 'tipp3-Bundesliga': 2, 'First Division A': 14, 'Serie C Girone A': 4, 'La Liga Profesional': 8, 'Mineiro': 1, 'Copa de Primera': 6, 'Argentina Primera B Nacional': 4, 'Carioca': 4, 'Spain Rfef Primera - Group 2': 2, 'K-League Classic (First League)': 1, 'Bundesliga (Women)': 6, ""Women's Super League"": 7, 'Cyprus 1st Division': 2, 'Danish Superliga': 6, 'Spain Rfef Primera - Group 1': 2, 'Catarinense': 5, 'Paulista Serie A1': 2, 'Gaucho': 1, 'Liga de Expansion': 12, 'Brasileiro Feminino': 5, 'UEFA Champions League (Women)': 7, 'J.League 3': 1, 'Deildabikar': 1, 'World Cup Qualification, AFC': 29, 'UEFA European Championship, Qualification': 2, 'International Friendly Games': 18, 'U21 European Championship, Qualification': 7, 'New South Wales (Premier League)': 2, 'Goiano': 1, 'Azerbaijan Premier League': 3, 'Russia Premier League': 1, 'V-League': 2, 'Scottish Championship': 2, 'Chinese Super League': 6, 'Indian Super League': 3, 'Russian Cup': 1, 'Copa Sudamericana': 6, 'Ukraine Cup': 3, 'Cupei Romaniei Timisoreana': 1, 'State Cup': 1, 'Egypt Premier League': 2, 'Taca de Portugal': 2, 'Copa Libertadores': 3, 'UEFA Womens Euro, Qualification': 14, 'Peru Liga 1': 4, 'Kazakhstan Premier League': 3, 'Adeccoligaen': 1, 'Bolivian Primera Division': 2, 'Superettan': 2, 'Eliteserien': 1, 'International Friendly Games (Women)': 1, 'UAE Arabian Gulf League': 2, 'Colombia Cup': 2, 'Estonia Cup': 6, 'CONCACAF Champions League': 1, 'Saudi Super Cup': 1, 'UEFA Europa League': 1, 'Ukraine Premier League': 1, 'Kazakhstan Cup': 2, 'Brasilero Serie A': 1, 'UEFA Europa Conference League': 1, 'Thai League': 1, 'Brasilero Serie C': 1, 'Nabisco Cup': 2, 'Greece Super League': 1, 'Cup Men': 1, 'Allsvenskan': 1, 'Suomen Cup': 3, 'Veikkausliiga': 1}",Asian Handicap,231.0,32.31,"World Cup Qualification, AFC",29.0,4.06
tnn904,719,"{'Match Odds': 162, 'Asian Over/Under': 189, 'Asian Handicap': 250, 'Asian Over/Under - Half Time': 31, 'Asian Handicap - Half Time': 38, 'Match Odds - Half Time': 49}","{'Peru Liga 1': 12, 'Premier League 2 (Division 1)': 11, 'Liga I': 9, 'Premier League': 3, 'Catarinense': 3, 'Bulgaria Premier League': 11, 'Eerste Divisie': 9, 'UAE Arabian Gulf League': 3, 'ADEG Erste Liga': 6, 'Unibet I liga': 2, 'Qatar Stars League': 17, 'Ekstraklasa': 8, 'Eredivisie': 13, 'Super Lig': 10, 'Serie B': 9, 'Bundesliga': 10, 'Serie A': 11, 'Scottish Championship': 6, 'Primera Division': 21, 'Saudi Professional League': 6, 'Ligue 1': 11, 'Copa de Primera': 6, 'Colombia Primera A': 12, 'Mexico Primera Division': 7, 'New South Wales (Premier League)': 6, 'Argentina Primera B Nacional': 7, 'Major League Soccer': 26, 'Westfield W-League': 6, 'K-League (Second League)': 7, 'Victorian (Premier League)': 2, 'J.League 2': 9, 'J.League': 13, 'J.League 3': 6, 'Serie C Girone A': 8, 'NPL Queensland': 5, 'Challenge League': 4, 'K-League Classic (First League)': 3, 'Ligat Ha Al': 2, 'Segunda Division': 7, 'Meistriliiga': 2, 'Primeira Liga': 15, 'Belgium Challenger Pro League': 2, 'Club Friendly Games': 9, 'Liga de Honra': 3, 'Viasat Sport Divisionen (1st Division)': 3, 'Conference National': 6, 'FA Cup': 7, 'League One': 7, 'League Two': 7, 'Ligue 2': 3, 'England Championship': 10, 'England Premier League': 11, 'Scotland Premier League': 5, 'Spain Rfef Primera - Group 1': 2, 'Greece Super League': 4, 'Brasileiro Feminino': 9, 'Serie C Girone B': 6, 'Paranaense': 1, 'Campeonato Uruguayo': 4, 'Chile Primera Division': 5, 'Paulista Serie A1': 2, '2. Bundesliga': 4, 'Carioca': 3, 'Ecuador Primera A': 13, 'Serbia Super Liga': 10, 'Danish Superliga': 5, 'First Division A': 7, 'tipp3-Bundesliga': 3, 'TFF 1. Lig': 1, 'Serie C Girone C': 9, '3.Liga': 2, ""Women's Super League"": 8, 'Pro League': 2, 'Bundesliga (Women)': 2, 'Gambrinus Liga': 5, 'La Liga Profesional': 10, 'Indonesia Liga 1': 2, 'Primera Division Femenina': 5, 'Axpo Super League': 5, 'Azerbaijan Premier League': 1, 'Gaucho': 3, 'Mineiro': 1, 'UEFA Champions League (Women)': 6, 'Liga de Expansion': 6, 'International Friendly Games': 15, 'Deildabikar': 3, 'World Cup Qualification, AFC': 32, 'UEFA Nations League': 1, 'U21 European Championship, Qualification': 6, 'UEFA European Championship, Qualification': 4, 'Africa Cup of Nations, Qualification': 4, 'Ireland First Division': 1, 'Ykkosliigacup': 1, 'Goiano': 1, 'Chinese Super League': 5, 'Bolivian Primera Division': 4, 'Spain Rfef Primera - Group 2': 1, 'Kazakhstan Premier League': 3, 'NB I': 1, 'Cupei Romaniei Timisoreana': 2, 'OFB Stiegl Cup': 1, 'Thai League': 2, 'UEFA Womens Euro, Qualification': 11, 'Croatia 1. HNL': 1, 'Eliteserien': 4, 'Allsvenskan': 3, 'Egypt Premier League': 1, 'Urvalsdeild': 1, 'International Friendly Games (Women)': 1, 'Ukraine Premier League': 2, 'Estonia Cup': 3, 'Copa Sudamericana': 6, 'Copa Libertadores': 5, 'Colombia Cup': 3, 'Indian Super League': 2, 'DBU Pokalen': 1, 'UEFA Europa League': 1, 'Hyundai A-League': 2, 'NWSL': 1, 'Adeccoligaen': 1, 'Brasilero Serie A': 3, 'Suomen Cup': 3, 'AFC Champions League': 2, 'Uruguay Cup': 1, 'UEFA Europa Conference League': 2, 'Cyprus 1st Division': 1, 'Coppa Italia': 1, 'Nabisco Cup': 5, 'Ykkosliiga': 1, 'Cup Men': 1}",Asian Handicap,250.0,34.77,"World Cup Qualification, AFC",32.0,4.45
tnn905,709,"{'Asian Over/Under': 175, 'Asian Handicap': 261, 'Match Odds - Half Time': 46, 'Asian Handicap - Half Time': 41, 'Match Odds': 162, 'Asian Over/Under - Half Time': 24}","{'Eerste Divisie': 15, 'Belgium Challenger Pro League': 3, 'Premier League 2 (Division 1)': 23, 'Catarinense': 5, 'Campeonato Uruguayo': 5, 'Cyprus 1st Division': 4, 'Ekstraklasa': 5, 'Scottish Championship': 2, 'Super Lig': 15, 'Peru Liga 1': 10, 'ADEG Erste Liga': 5, 'Saudi Professional League': 15, 'Primeira Liga': 9, 'La Liga Profesional': 8, 'Serie C Girone B': 8, 'Premier League': 3, 'Primera Division': 14, 'Copa de Primera': 6, 'League One': 6, ""Women's Super League"": 6, 'Greece Super League': 8, 'Brasileiro Feminino': 6, 'Mexico Primera Division': 10, 'Victorian (Premier League)': 4, 'J.League 2': 10, 'Hyundai A-League': 3, 'England Premier League': 15, 'Ligue 2': 7, 'Carioca': 5, 'NPL Queensland': 1, 'New South Wales (Premier League)': 6, 'J.League': 12, 'Serie B': 8, 'Major League Soccer': 17, 'League Two': 4, 'Bundesliga': 6, 'Ukraine Premier League': 6, 'Viasat Sport Divisionen (1st Division)': 10, 'Segunda Division': 1, 'First Division A': 12, 'Croatia 1. HNL': 3, 'Club Friendly Games': 9, 'League Cup': 1, 'Bulgaria Premier League': 6, 'Bundesliga (Women)': 3, '3.Liga': 6, 'TFF 1. Lig': 7, 'NB I': 1, 'Colombia Primera A': 7, 'Conference National': 12, 'Meistriliiga': 5, '2. Bundesliga': 6, 'FA Cup': 5, 'England Championship': 9, 'Scotland Premier League': 5, 'Serie A': 7, 'Challenge League': 4, 'Spain Rfef Primera - Group 1': 3, 'Primera Division Femenina': 5, 'Serie C Girone A': 3, 'Eredivisie': 11, 'Serie C Girone C': 7, 'Chile Primera Division': 8, 'Gaucho': 3, 'Argentina Primera B Nacional': 7, 'Ecuador Primera A': 11, 'Ligat Ha Al': 2, 'Westfield W-League': 7, 'K-League Classic (First League)': 5, 'J.League 3': 1, 'K-League (Second League)': 4, 'Azerbaijan Premier League': 2, 'Serbia Super Liga': 6, 'Gambrinus Liga': 3, 'Liga de Honra': 5, 'Liga I': 3, 'Axpo Super League': 6, 'Danish Superliga': 8, 'Qatar Stars League': 3, 'Paulista Serie A1': 4, 'Mineiro': 1, 'UEFA Champions League (Women)': 6, 'International Friendly Games': 18, 'Bolivian Primera Division': 13, 'World Cup Qualification, AFC': 13, 'Liga de Expansion': 11, 'U21 European Championship, Qualification': 4, 'UEFA European Championship, Qualification': 3, 'CONCACAF Nations League': 1, 'Paranaense': 1, 'tipp3-Bundesliga': 1, 'NWSL': 2, 'Chinese Super League': 4, 'Superettan': 3, 'Kazakhstan Premier League': 4, ""Women's WSL Cup"": 1, 'Thai League': 4, 'Adeccoligaen': 4, 'CONCACAF Champions League': 1, 'Cupei Romaniei Timisoreana': 2, 'Copa Libertadores': 13, 'Premier League Cup (U21)': 1, 'Copa Sudamericana': 7, 'Russian Cup': 2, 'Coppa Italia': 2, 'Presidents Cup': 1, 'V-League': 1, 'UEFA Womens Euro, Qualification': 18, 'International Friendly Games (Women)': 2, 'Veikkausliiga': 2, 'Allsvenskan': 3, 'Indian Super League': 2, 'Estonia Cup': 4, 'Uruguay Cup': 1, 'Colombia Cup': 1, 'Pro League': 1, 'Kazakhstan Cup': 2, 'Brasilero Serie A': 1, 'Suomen Cup': 2, 'Egypt Premier League': 2, 'UEFA Champions League': 1, 'Brasilero Serie B': 2, 'Scottish Cup': 1, 'Ligue 1': 2, 'Brasilero Serie C': 1, 'Unibet I liga': 1, 'Nabisco Cup': 2, 'Cup Men': 1, 'Indonesia Liga 1': 1, 'UAE Arabian Gulf League': 1}",Asian Handicap,261.0,36.81,Premier League 2 (Division 1),23.0,3.24
tnp113,11,"{'Asian Handicap': 4, 'Asian Over/Under': 6, 'Match Odds': 1}","{'UEFA Champions League': 2, 'Copa do Brasil': 2, 'CONCACAF Champions League': 1, 'Copa Libertadores, Qualification': 1, 'Liga de Expansion': 2, 'Peru Liga 1': 2, 'Westfield W-League': 1}",Asian Over/Under,6.0,54.55,UEFA Champions League,2.0,18.18
tns114,8,"{'Match Odds - Half Time': 1, 'Asian Over/Under': 4, 'Match Odds': 1, 'Asian Over/Under - Half Time': 1, 'Asian Handicap': 1}","{'League One': 2, 'UEFA Champions League': 1, 'Copa do Brasil': 2, 'Peru Liga 1': 1, 'CONCACAF Champions League': 1, 'Nabisco Cup': 1}",Asian Over/Under,4.0,50.0,League One,2.0,25.0
tnt110,11,"{'Asian Over/Under': 6, 'Match Odds': 2, 'Match Odds - Half Time': 1, 'Asian Over/Under - Half Time': 1, 'Asian Handicap': 1}","{'UEFA Champions League': 2, 'England Championship': 1, 'CONCACAF Champions League': 2, 'Bolivian Primera Division': 2, 'Copa Libertadores, Qualification': 1, 'Copa do Brasil': 1, 'Liga de Expansion': 2}",Asian Over/Under,6.0,54.55,UEFA Champions League,2.0,18.18
